,AGG,TLT,SHY,IEI,HYG,BKLN,LQD
date,,,,,,,
9/30/16,112.42,137.51,85.04,126.54,87.26,23.21,123.18
10/3/16,112.09,136.81,84.98,126.26,86.82,23.21,122.51
10/4/16,111.71,135.21,84.91,125.98,86.67,23.19,121.94
10/5/16,111.56,134.58,84.86,125.85,86.9,23.2,121.81
10/6/16,111.56,133.83,84.86,125.62,86.95,23.21,121.82
10/7/16,111.58,133.92,84.89,125.74,87.15,23.22,122.11
10/10/16,111.53,133.13,84.85,125.55,87.4,23.22,122.11
10/11/16,111.36,132.83,84.84,125.52,86.91,23.22,121.73
10/12/16,111.4,132.96,84.84,125.54,86.88,23.21,121.89
10/13/16,111.56,133.46,84.87,125.75,86.66,23.24,122.19
10/14/16,111.37,131.59,84.85,125.62,86.86,23.14,121.62
10/17/16,111.56,132.43,84.92,125.78,86.74,23.15,122.02
10/18/16,111.74,132.86,84.95,125.93,87.09,23.16,122.32
10/19/16,111.8,132.97,84.95,125.95,87.34,23.18,122.48
10/20/16,111.76,133.11,84.91,125.85,87.35,23.19,122.44
10/21/16,111.83,133.31,84.93,125.88,87.37,23.2,122.51
10/24/16,111.66,132.73,84.9,125.77,87.42,23.21,122.16
10/25/16,111.66,133.08,84.9,125.77,87.37,23.22,122.07
10/26/16,111.44,132.18,84.87,125.65,87.02,23.18,121.56
10/27/16,111.16,130.74,84.89,125.44,86.7,23.16,121.01
10/28/16,111.16,130.45,84.89,125.56,86.28,23.2,120.87
10/31/16,111.3,131.25,84.95,125.62,86.02,23.18,120.98
11/1/16,111.03,131.01,84.9,125.59,85.3,23.15,120.51
11/2/16,111.16,131.58,84.95,125.79,84.92,23.06,120.69
11/3/16,111.01,130.57,84.96,125.81,84.94,23.02,120.45
11/4/16,111.24,131.74,84.99,126.02,84.98,22.98,120.81
11/7/16,111.11,130.62,84.96,125.7,86.17,23.08,120.73
11/8/16,110.93,130.09,84.87,125.41,85.98,23.07,120.46
11/9/16,109.9,124.57,84.76,124.56,85.38,23.07,118.69
11/10/16,109.45,122.73,84.73,124.24,84.26,23.02,118.59
11/11/16,109.25,122.04,84.73,124.03,83.47,23.02,118.08
11/14/16,108.81,121.31,84.6,123.61,84.09,23.06,117.47
11/15/16,108.89,121.91,84.63,123.55,85.2,23.05,117.83
11/16/16,109.13,123.01,84.62,123.55,84.86,23.04,118
11/17/16,108.72,121.2,84.61,123.3,84.63,23.05,117.25
11/18/16,108.37,120.85,84.56,123,84.63,23.05,116.59
11/21/16,108.46,121.15,84.55,123.02,85.31,23.11,116.71
11/22/16,108.56,121.11,84.53,123.14,85.94,23.16,117.01
11/23/16,108.18,120.64,84.48,122.77,85.62,23.1,116.58
11/25/16,108.17,120.82,84.47,122.79,85.73,23.07,116.59
11/28/16,108.55,121.71,84.52,123.04,85.72,23.11,117.12
11/29/16,108.67,122.22,84.53,123.12,85.61,23.11,117.28
11/30/16,108.24,120.24,84.5,122.74,85.65,23.14,116.84
12/1/16,107.68,118.73,84.41,122.39,84.87,23.19,115.87
12/2/16,108.02,119.6,84.5,122.76,85.38,23.22,116.4
12/5/16,108.11,119.47,84.5,122.67,85.6,23.26,116.65
12/6/16,108.09,119.38,84.48,122.77,86.03,23.29,116.64
12/7/16,108.37,120.4,84.51,123,86.46,23.32,117.13
12/8/16,108.17,118.98,84.5,122.81,86.45,23.32,116.65
12/9/16,107.84,117.5,84.49,122.5,86.49,23.32,116.2
12/12/16,107.74,117.72,84.46,122.52,86.37,23.33,116.09
12/13/16,107.88,118.14,84.45,122.49,86.58,23.36,116.35
12/14/16,107.29,116.82,84.29,121.78,85.93,23.36,115.61
12/15/16,107.16,117.41,84.25,121.52,85.97,23.3,115.69
12/16/16,107.23,117.14,84.29,121.66,86.05,23.29,115.6
12/19/16,107.51,118.4,84.33,121.99,86.27,23.32,116.16
12/20/16,107.41,117.81,84.34,121.89,86.39,23.33,116.09
12/21/16,107.64,118.33,84.38,121.97,86.54,23.32,116.46
12/22/16,107.39,117.81,84.34,121.83,86.44,23.32,116.15
12/23/16,107.42,118.05,84.34,121.94,86.6,23.33,116.33
12/27/16,107.34,117.67,84.3,121.78,86.52,23.34,116.12
12/28/16,107.51,118.53,84.33,122.04,86.4,23.35,116.55
12/29/16,107.84,118.95,84.42,122.33,86.52,23.35,117
12/30/16,108.06,119.13,84.45,122.51,86.55,23.36,117.18
1/3/17,108.17,119.64,84.38,122.48,86.91,23.39,117.28
1/4/17,108.2,120.1,84.4,122.56,87.38,23.39,117.68
1/5/17,108.65,121.98,84.46,122.93,87.25,23.38,118.31
1/6/17,108.29,120.86,84.39,122.59,87.23,23.42,117.69
1/9/17,108.47,121.83,84.46,122.83,87.21,23.39,117.92
1/10/17,108.44,121.75,84.43,122.85,87.22,23.38,117.85
1/11/17,108.57,122.16,84.47,122.85,87.27,23.37,118.03
1/12/17,108.61,121.89,84.5,122.97,87.29,23.41,118.02
1/13/17,108.42,121.31,84.46,122.78,87.32,23.36,117.78
1/17/17,108.79,122.58,84.52,123.2,87.23,23.35,118.29
1/18/17,108.32,121.01,84.44,122.66,87.31,23.35,117.51
1/19/17,108.04,120.18,84.41,122.47,87.03,23.34,117.11
1/20/17,108.08,119.94,84.46,122.61,87.2,23.33,117.32
1/23/17,108.38,121.14,84.54,122.99,87.2,23.33,117.86
1/24/17,108.21,120.31,84.49,122.73,87.26,23.34,117.51
1/25/17,107.92,118.8,84.47,122.43,87.57,23.35,117.06
1/26/17,107.99,119.2,84.48,122.54,87.53,23.34,117.2
1/27/17,108.08,119.63,84.52,122.6,87.61,23.32,117.34
1/30/17,108.03,119.27,84.52,122.63,87.43,23.32,117.14
1/31/17,108.29,120.1,84.54,122.87,87.34,23.3,117.35
2/1/17,107.92,119.1,84.46,122.57,87.28,23.29,116.89
2/2/17,107.98,119.05,84.49,122.62,87.33,23.29,116.92
2/3/17,108.01,119,84.46,122.67,87.48,23.27,117.05
2/6/17,108.32,119.72,84.55,123.04,87.42,23.29,117.42
2/7/17,108.43,120.6,84.53,123.09,87.29,23.27,117.62
2/8/17,108.74,122.24,84.61,123.37,87.35,23.26,118.03
2/9/17,108.48,120.83,84.54,123,87.47,23.29,117.56
2/10/17,108.46,120.76,84.53,122.94,87.53,23.29,117.53
2/13/17,108.3,120.38,84.51,122.83,87.66,23.29,117.48
2/14/17,108.06,119.51,84.45,122.48,87.72,23.28,117.2
2/15/17,107.89,118.96,84.42,122.36,87.75,23.26,117.11
2/16/17,108.12,119.61,84.46,122.7,87.68,23.27,117.44
2/17/17,108.36,120.32,84.52,122.91,87.77,23.26,117.74
2/21/17,108.35,120.11,84.53,122.85,88.06,23.28,117.79
2/22/17,108.42,120.31,84.55,122.96,88.1,23.29,117.88
2/23/17,108.6,120.67,84.59,123.16,88.18,23.31,118.18
2/24/17,109,122.01,84.63,123.46,88.25,23.32,118.78
2/27/17,108.8,121.29,84.56,123.16,88.36,23.36,118.5
2/28/17,108.77,121.74,84.52,123.05,88.29,23.37,118.58
3/1/17,108.04,119.47,84.4,122.37,88.23,23.41,117.56
3/2/17,107.84,119.04,84.31,122.17,87.95,23.37,117.38
3/3/17,107.92,119.35,84.33,122.27,87.99,23.42,117.5
3/6/17,107.87,118.78,84.35,122.29,87.71,23.4,117.29
3/7/17,107.73,118.42,84.32,122.13,87.14,23.36,116.71
3/8/17,107.47,117.78,84.25,121.93,86.56,23.35,116.35
3/9/17,107.14,116.84,84.24,121.7,86.33,23.3,115.72
3/10/17,107.3,117.25,84.29,121.89,86.3,23.25,116.01
3/13/17,107.12,116.51,84.25,121.74,86.37,23.31,115.62
3/14/17,107.16,117.07,84.24,121.8,86.11,23.29,115.72
3/15/17,107.78,118.5,84.4,122.44,87.3,23.29,116.72
3/16/17,107.66,117.9,84.34,122.22,87.05,23.27,116.55
3/17/17,107.89,118.64,84.38,122.41,87.08,23.25,116.82
3/20/17,108.05,119.15,84.43,122.58,87,23.27,117.1
3/21/17,108.27,120.14,84.47,122.83,86.29,23.18,117.38
3/22/17,108.42,120.62,84.49,122.92,86.5,23.17,117.68
3/23/17,108.45,120.45,84.49,122.87,86.53,23.14,117.6
3/24/17,108.36,120.88,84.49,122.88,86.83,23.2,117.72
3/27/17,108.62,121.43,84.52,123.04,86.74,23.17,117.97
3/28/17,108.37,120.62,84.48,122.79,87.22,23.19,117.72
3/29/17,108.61,121.34,84.53,123.01,87.4,23.22,118.1
3/30/17,108.41,120.36,84.51,122.85,87.81,23.23,117.79
3/31/17,108.49,120.71,84.52,123.05,87.78,23.26,117.91
4/3/17,108.67,121.67,84.54,123.23,87.36,23.28,118.12
4/4/17,108.57,121.01,84.51,123.14,87.39,23.3,117.81
4/5/17,108.69,121.38,84.51,123.39,87.32,23.31,117.96
4/6/17,108.68,121.2,84.53,123.28,87.43,23.31,118.07
4/7/17,108.44,120.71,84.42,122.97,87.39,23.29,117.78
4/10/17,108.58,121.27,84.46,123.12,87.51,23.32,118
4/11/17,108.89,122.42,84.54,123.46,87.34,23.32,118.55
4/12/17,109.13,123.09,84.6,123.69,87.4,23.31,118.94
4/13/17,109.27,123.47,84.64,123.91,87.22,23.23,119.14
4/17/17,109.21,123.09,84.63,123.83,87.48,23.26,118.91
4/18/17,109.65,124.7,84.7,124.25,87.46,23.27,119.61
4/19/17,109.48,124.02,84.66,124.03,87.38,23.22,119.25
4/20/17,109.31,123.54,84.65,123.9,87.67,23.26,119.08
4/21/17,109.34,123.54,84.69,123.99,87.6,23.26,119.08
4/24/17,109.18,122.93,84.6,123.8,88.01,23.27,118.92
4/25/17,108.82,121.45,84.52,123.43,88.17,23.28,118.45
4/26/17,108.96,122.12,84.55,123.61,88.09,23.24,118.74
4/27/17,109.06,122.08,84.58,123.69,88.15,23.24,118.85
4/28/17,109.25,122.35,84.62,123.72,88.12,23.28,118.99
5/1/17,108.73,121.08,84.5,123.48,87.79,23.27,118.3
5/2/17,108.88,121.7,84.53,123.64,87.82,23.27,118.65
5/3/17,108.77,121.78,84.47,123.42,87.9,23.24,118.59
5/4/17,108.68,121.18,84.46,123.28,87.43,23.23,118.36
5/5/17,108.7,121.29,84.49,123.31,87.58,23.23,118.4
5/8/17,108.49,120.63,84.45,123.14,87.68,23.28,118.19
5/9/17,108.5,120.62,84.41,123.08,87.62,23.27,118.21
5/10/17,108.53,120.48,84.43,123.03,88,23.3,118.37
5/11/17,108.52,120.48,84.44,123.14,88.01,23.28,118.43
5/12/17,108.92,121.39,84.54,123.51,87.98,23.3,119.03
5/15/17,108.88,121.06,84.53,123.46,88.18,23.25,119.02
5/16/17,109.02,121.51,84.53,123.53,88.31,23.28,119.19
5/17/17,109.58,123.28,84.62,124.07,87.92,23.27,119.92
5/18/17,109.52,123.42,84.58,123.96,88.02,23.25,119.9
5/19/17,109.52,123.71,84.6,123.96,88.18,23.22,119.97
5/22/17,109.45,123.37,84.57,123.91,88.45,23.28,119.87
5/23/17,109.24,122.54,84.54,123.68,88.44,23.26,119.5
5/24/17,109.43,123.23,84.59,123.93,88.59,23.28,119.69
5/25/17,109.48,123.27,84.59,123.92,88.52,23.3,119.74
5/26/17,109.44,123.48,84.58,123.96,88.57,23.3,119.83
5/30/17,109.65,124.09,84.61,124.11,88.66,23.29,120.11
5/31/17,109.76,124.4,84.62,124.11,88.65,23.31,120.25
6/1/17,109.48,124.15,84.54,123.94,88.53,23.28,119.96
6/2/17,109.84,125.62,84.6,124.22,88.58,23.31,120.52
6/5/17,109.67,124.84,84.53,124.06,88.5,23.27,120.18
6/6/17,109.89,125.52,84.56,124.3,88.36,23.25,120.53
6/7/17,109.76,124.92,84.53,124.12,88.18,23.22,120.38
6/8/17,109.65,124.59,84.51,124.01,88.25,23.23,120.17
6/9/17,109.56,124.4,84.48,123.94,88.32,23.22,120.05
6/12/17,109.56,124.36,84.47,123.93,88.47,23.25,120.08
6/13/17,109.59,124.38,84.47,123.95,88.63,23.26,120.21
6/14/17,109.94,126.3,84.51,124.24,88.64,23.22,121.03
6/15/17,109.87,126.1,84.48,124.06,88.3,23.14,120.74
6/16/17,109.94,126.35,84.52,124.15,88.15,23.15,120.84
6/19/17,109.79,126.17,84.47,123.94,88.42,23.14,120.69
6/20/17,109.96,127.3,84.48,124.06,88.11,23.1,120.96
6/21/17,109.98,127.56,84.49,124.09,87.6,23.04,121.02
6/22/17,110.03,127.84,84.5,124.15,87.84,23.07,121.12
6/23/17,110.05,127.78,84.55,124.18,88.2,23.06,121.18
6/26/17,110.15,128.26,84.55,124.23,88.32,23.1,121.4
6/27/17,109.82,126.89,84.5,123.91,88.04,23.12,120.85
6/28/17,109.86,126.47,84.54,123.98,88.4,23.1,120.98
6/29/17,109.65,125.41,84.49,123.75,88.18,23.08,120.61
6/30/17,109.51,125.12,84.49,123.57,88.39,23.14,120.51
7/3/17,109.09,124.46,84.36,123.18,87.97,23.12,119.93
7/5/17,109.15,124.49,84.39,123.24,87.9,23.13,120.13
7/6/17,108.94,123.46,84.41,123.15,87.68,23.12,119.82
7/7/17,108.9,122.72,84.4,123.1,87.6,23.13,119.72
7/10/17,108.95,122.9,84.44,123.23,87.7,23.15,119.92
7/11/17,109.05,123.11,84.47,123.35,87.64,23.16,119.97
7/12/17,109.38,123.96,84.51,123.57,88.21,23.21,120.5
7/13/17,109.26,123.18,84.47,123.48,88.28,23.2,120.29
7/14/17,109.37,123.33,84.51,123.63,88.53,23.16,120.57
7/17/17,109.42,123.67,84.52,123.67,88.56,23.16,120.68
7/18/17,109.67,124.75,84.54,123.9,88.6,23.17,121.2
7/19/17,109.7,124.8,84.54,123.88,88.75,23.18,121.16
7/20/17,109.73,125.16,84.54,123.88,88.8,23.22,121.27
7/21/17,109.92,125.69,84.58,124.03,88.73,23.24,121.55
7/24/17,109.82,125.2,84.55,123.91,88.8,23.26,121.41
7/25/17,109.43,123.57,84.5,123.56,88.84,23.26,120.69
7/26/17,109.64,123.77,84.56,123.87,88.97,23.27,121.09
7/27/17,109.48,123.16,84.54,123.78,88.9,23.28,120.79
7/28/17,109.7,123.89,84.59,123.92,88.91,23.29,121.11
7/31/17,109.65,124.04,84.58,123.88,88.91,23.27,121.11
8/1/17,109.72,124.64,84.54,123.93,88.63,23.27,121.23
8/2/17,109.64,124.71,84.5,123.83,88.65,23.25,121.04
8/3/17,109.86,126,84.53,124.02,88.48,23.24,121.21
8/4/17,109.68,124.93,84.5,123.88,88.5,23.22,120.74
8/7/17,109.67,125.07,84.53,123.91,88.46,23.22,120.77
8/8/17,109.57,124.62,84.53,123.84,88.08,23.25,120.19
8/9/17,109.67,125.3,84.52,123.95,87.74,23.22,120.31
8/10/17,109.78,126.37,84.55,124.18,87.18,23.15,120.27
8/11/17,109.87,126.43,84.66,124.36,87.33,23.16,120.49
8/14/17,109.82,125.78,84.59,124.17,87.79,23.18,120.41
8/15/17,109.66,125.25,84.55,123.94,87.82,23.1,120.27
8/16/17,109.86,125.71,84.6,124.1,87.83,23.12,120.61
8/17/17,110.02,126.65,84.62,124.31,87.34,23.04,120.73
8/18/17,109.95,126.62,84.61,124.31,87.47,23.05,120.65
8/21/17,110.03,126.93,84.63,124.34,87.56,23.03,120.82
8/22/17,109.93,126.44,84.62,124.2,87.92,23.08,120.7
8/23/17,110.18,127.3,84.7,124.45,87.93,23.06,121.16
8/24/17,110.04,126.83,84.62,124.28,88.06,23.13,120.93
8/25/17,110.12,127.32,84.65,124.38,88.22,23.14,121.21
8/28/17,110.16,127.24,84.62,124.46,88.23,23.14,121.21
8/29/17,110.32,127.65,84.66,124.63,88.12,23.14,121.3
8/30/17,110.3,127.61,84.68,124.56,88.36,23.12,121.4
8/31/17,110.45,127.99,84.68,124.66,88.6,23.14,121.61
9/1/17,109.97,126.75,84.59,124.29,88.32,23.12,120.81
9/5/17,110.42,128.76,84.67,124.81,88.12,23.07,121.56
9/6/17,110.3,127.97,84.66,124.52,88.06,23.09,121.13
9/7/17,110.57,129.28,84.71,124.95,88.07,23.12,121.6
9/8/17,110.44,129,84.69,124.88,87.79,23.09,121.24
9/11/17,110.14,127.46,84.61,124.56,88.07,23.12,120.87
9/12/17,109.98,126.79,84.57,124.3,88.18,23.12,120.74
9/13/17,109.87,126.29,84.55,124.17,88.21,23.1,120.62
9/14/17,109.93,126.81,84.56,124.17,88.33,23.11,120.92
9/15/17,109.91,126.86,84.55,124.08,88.41,23.12,121.02
9/18/17,109.86,126.13,84.5,123.97,88.37,23.05,120.9
9/19/17,109.8,125.82,84.51,123.91,88.46,23.05,120.97
9/20/17,109.71,125.91,84.44,123.66,88.45,23.06,120.82
9/21/17,109.69,125.84,84.42,123.65,88.34,23.1,120.82
9/22/17,109.77,126.2,84.44,123.78,88.43,23.07,120.98
9/25/17,110.03,126.99,84.49,123.96,88.48,23.06,121.43
9/26/17,109.99,126.76,84.47,123.87,88.59,23.09,121.41
9/27/17,109.67,124.85,84.46,123.62,88.63,23.13,120.94
9/28/17,109.68,124.48,84.47,123.69,88.63,23.14,121.12
9/29/17,109.59,124.76,84.45,123.51,88.76,23.16,121.23
10/2/17,109.43,124.28,84.44,123.28,88.35,23.13,121.02
10/3/17,109.52,124.4,84.39,123.44,88.51,23.15,121.29
10/4/17,109.49,124.41,84.55,123.37,88.42,23.14,121.22
10/5/17,109.44,123.94,84.37,123.31,88.53,23.16,121.05
10/6/17,109.28,123.59,84.34,123.22,88.4,23.19,120.95
10/9/17,109.43,123.98,84.34,123.3,88.41,23.17,121.05
10/10/17,109.44,124.18,84.36,123.32,88.48,23.2,121.13
10/11/17,109.46,124.42,84.35,123.35,88.39,23.2,121.07
10/12/17,109.59,124.95,84.34,123.39,88.29,23.22,121.1
10/13/17,109.86,125.85,84.39,123.6,88.33,23.2,121.58
10/16/17,109.75,125.76,84.31,123.4,88.38,23.21,121.41
10/17/17,109.71,125.92,84.32,123.34,88.51,23.24,121.39
10/18/17,109.54,125.09,84.29,123.19,88.6,23.25,121.21
10/19/17,109.62,125.31,84.34,123.3,88.61,23.21,121.39
10/20/17,109.3,123.98,84.29,123.01,88.69,23.21,121.06
10/23/17,109.42,124.2,84.29,123.11,88.59,23.16,121.18
10/24/17,109.19,123.43,84.27,122.96,88.59,23.18,120.88
10/25/17,109.12,122.84,84.25,122.89,88.34,23.13,120.56
10/26/17,109,122.43,84.25,122.79,88.23,23.11,120.55
10/27/17,109.24,123.24,84.31,123.02,88.47,23.14,120.91
10/30/17,109.54,124.42,84.35,123.23,88.45,23.14,121.31
10/31/17,109.47,124.46,84.3,123.12,88.47,23.12,121.14
11/1/17,109.29,124.75,84.21,122.97,88.02,23.11,121.01
11/2/17,109.35,125.3,84.23,123.06,87.97,23.11,120.99
11/3/17,109.45,125.64,84.18,123.13,87.98,23.09,121.13
11/6/17,109.55,126.11,84.23,123.2,87.99,23.09,121.16
11/7/17,109.58,126.64,84.19,123.16,87.74,23.11,121.06
11/8/17,109.51,126.36,84.18,123.07,87.35,23.06,120.9
11/9/17,109.43,126,84.17,123.08,86.92,23.05,120.58
11/10/17,108.99,124.1,84.14,122.83,87.11,23.03,119.89
11/13/17,108.99,124.36,84.13,122.73,87.05,23.03,119.91
11/14/17,109.1,125.2,84.15,122.81,86.68,23,119.94
11/15/17,109.31,126.56,84.12,122.97,86.68,22.98,120.45
11/16/17,109.19,125.46,84.13,122.82,87.53,23,120.31
11/17/17,109.31,126.39,84.08,122.88,87.47,23.04,120.46
11/20/17,109.25,126.34,84.05,122.71,87.49,23,120.46
11/21/17,109.36,126.74,84.03,122.61,87.67,23.03,120.86
11/22/17,109.55,127.15,84.1,122.93,87.81,23.03,121.33
11/24/17,109.53,126.8,84.1,122.85,87.87,23.02,121.19
11/27/17,109.53,126.62,84.1,122.92,87.6,23.03,121.12
11/28/17,109.53,126.79,84.11,122.9,87.87,23.05,121.29
11/29/17,109.26,125.54,84.09,122.72,87.76,23.01,120.81
11/30/17,109.08,125.12,84.04,122.5,87.78,23.05,120.67
12/1/17,109.16,126.55,83.98,122.52,87.38,23.05,120.72
12/4/17,109.15,126.61,83.93,122.43,87.35,23.05,120.91
12/5/17,109.26,127.24,83.92,122.44,87.3,23.04,121.14
12/6/17,109.37,127.68,83.96,122.58,87.22,23.05,121.37
12/7/17,109.23,126.68,83.97,122.47,87.26,23.06,121.13
12/8/17,109.19,126.69,83.97,122.48,87.35,23.06,120.98
12/11/17,109.15,126.43,83.93,122.39,87.37,23.08,121.07
12/12/17,109.1,126.38,83.93,122.34,87.33,23.08,120.98
12/13/17,109.41,127.33,84.02,122.64,87.38,23.05,121.4
12/14/17,109.44,127.87,83.99,122.54,87.2,23.04,121.62
12/15/17,109.47,128.35,83.95,122.46,87.21,23.05,121.79
12/18/17,109.33,127.18,83.95,122.41,87.3,23.02,121.43
12/19/17,109.01,125.53,83.91,122.12,87.12,22.97,120.81
12/20/17,108.76,124.14,83.92,122.02,87.19,22.97,120.49
12/21/17,108.82,124.6,83.82,121.82,86.92,22.97,120.56
12/22/17,108.87,124.77,83.79,121.84,87,22.99,120.65
12/26/17,108.96,125.14,83.78,121.85,87.13,23.01,120.81
12/27/17,109.3,126.77,83.82,122.13,87.17,23.01,121.48
12/28/17,109.22,126.66,83.83,122.06,87.13,23.02,121.4
12/29/17,109.33,126.86,83.85,122.16,87.26,23.04,121.56
1/2/18,109.17,125.49,83.82,121.99,87.34,23.09,120.75
1/3/18,109.18,126.09,83.82,122.02,87.76,23.07,120.97
1/4/18,109.11,126.07,83.78,121.9,87.91,23.11,120.93
1/5/18,109.04,125.71,83.78,121.83,87.97,23.1,120.89
1/8/18,109.01,125.63,83.78,121.82,87.9,23.08,120.88
1/9/18,108.71,123.95,83.75,121.57,87.63,23.09,120.44
1/10/18,108.71,123.8,83.78,121.58,87.44,23.08,120.52
1/11/18,108.76,124.31,83.75,121.62,87.73,23.1,120.81
1/12/18,108.74,124.52,83.74,121.55,87.58,23.11,120.83
1/16/18,108.77,125.04,83.73,121.54,87.53,23.11,120.94
1/17/18,108.65,124.87,83.7,121.35,87.54,23.14,120.61
1/18/18,108.41,123.71,83.68,121.22,87.45,23.13,120.14
1/19/18,108.18,123.06,83.71,121.06,87.54,23.18,119.77
1/22/18,108.14,123.18,83.67,121.01,87.62,23.12,119.66
1/23/18,108.4,123.71,83.72,121.24,87.88,23.15,120.18
1/24/18,108.29,123.04,83.7,121.13,87.75,23.16,120.1
1/25/18,108.57,124.05,83.68,121.24,87.69,23.18,120.71
1/26/18,108.37,123.59,83.63,120.98,87.76,23.2,120.55
1/29/18,108.18,122.73,83.6,120.84,87.45,23.19,120.23
1/30/18,108.01,122.01,83.61,120.76,87.15,23.17,119.82
1/31/18,108.1,122.73,83.61,120.67,87.3,23.23,120.07
2/1/18,107.52,120.7,83.49,120.52,86.77,23.27,119.22
2/2/18,107.2,119.58,83.5,120.14,86.22,23.23,118.61
2/5/18,107.63,120.71,83.65,120.73,85.74,23.26,118.68
2/6/18,107.32,119.96,83.59,120.38,86.26,23.18,118.44
2/7/18,107.08,118.82,83.53,120.22,85.94,23.17,118.11
2/8/18,106.9,118.69,83.54,120.38,85.19,23.07,117.6
2/9/18,106.76,117.94,83.61,120.4,84.95,23.04,117.22
2/12/18,106.79,118.46,83.57,120.29,85.53,23.13,117.22
2/13/18,106.82,118.99,83.57,120.4,85.26,23.09,117.18
2/14/18,106.46,117.67,83.45,119.89,85.41,23.14,116.75
2/15/18,106.59,118.07,83.42,119.91,86.1,23.14,117.3
2/16/18,106.8,118.71,83.44,120.06,86.45,23.14,117.65
2/20/18,106.69,118.19,83.43,119.98,86.15,23.08,117.15
2/21/18,106.35,116.74,83.44,119.8,85.76,23.1,116.51
2/22/18,106.36,117.09,83.45,119.95,85.82,23.12,116.67
2/23/18,106.63,118.13,83.47,120.14,86.39,23.13,117.21
2/26/18,106.71,118.17,83.48,120.22,86.54,23.15,117.36
2/27/18,106.48,118,83.42,119.97,86.31,23.12,116.85
2/28/18,106.77,118.75,83.44,120.06,86.18,23.1,117.07
3/1/18,106.63,119.32,83.47,120.26,85.27,23.13,116.62
3/2/18,106.46,118.35,83.43,120.02,85.75,23.12,116.25
3/5/18,106.4,118.03,83.43,119.98,85.75,23.15,116.21
3/6/18,106.42,118.14,83.41,119.94,85.87,23.15,116.31
3/7/18,106.4,118.01,83.41,119.94,85.66,23.16,116.27
3/8/18,106.57,118.69,83.43,120.08,85.76,23.18,116.5
3/9/18,106.37,117.91,83.39,119.96,86.07,23.19,116.09
3/12/18,106.43,118.59,83.43,120.08,85.93,23.18,116.24
3/13/18,106.57,119.19,83.45,120.15,85.66,23.2,116.25
3/14/18,106.75,120.24,83.44,120.25,85.56,23.18,116.51
3/15/18,106.76,120.24,83.45,120.23,85.62,23.18,116.63
3/16/18,106.7,119.81,83.41,120.13,85.8,23.17,116.76
3/19/18,106.59,119.43,83.41,120.08,85.45,23.12,116.37
3/20/18,106.42,118.95,83.38,119.9,85.62,23.12,115.96
3/21/18,106.41,119.08,83.44,120,85.65,23.1,115.89
3/22/18,106.61,120.26,83.48,120.24,85.14,23.08,116.09
3/23/18,106.61,120.17,83.5,120.37,84.92,23.06,115.72
3/26/18,106.57,119.71,83.46,120.18,85.47,23.09,116.13
3/27/18,106.88,120.99,83.52,120.54,85.39,23.1,116.55
3/28/18,106.94,121.31,83.53,120.49,85.35,23.08,116.86
3/29/18,107.25,121.9,83.56,120.62,85.64,23.13,117.39
4/2/18,106.9,121.88,83.49,120.53,84.96,23.1,116.99
4/3/18,106.78,120.94,83.45,120.31,85.2,23.11,116.68
4/4/18,106.82,120.69,83.4,120.26,85.39,23.09,116.68
4/5/18,106.67,119.79,83.42,120.12,85.46,23.11,116.72
4/6/18,106.91,121.1,83.49,120.43,85.27,23.1,117.07
4/9/18,107,121.3,83.48,120.42,85.59,23.11,117.13
4/10/18,106.92,121.08,83.44,120.26,85.9,23.12,117.16
4/11/18,107.01,121.51,83.44,120.29,85.93,23.12,117.24
4/12/18,106.77,120.62,83.39,120.05,86.24,23.11,116.92
4/13/18,106.8,120.9,83.37,120.04,86.29,23.15,116.96
4/16/18,106.82,120.94,83.36,120.01,86.42,23.16,116.97
4/17/18,106.85,121.27,83.36,120.03,86.46,23.18,116.98
4/18/18,106.55,120.3,83.29,119.75,86.37,23.17,116.38
4/19/18,106.29,119.32,83.29,119.63,86.1,23.15,115.94
4/20/18,106,118.46,83.26,119.4,85.89,23.14,115.47
4/23/18,105.95,118.49,83.25,119.32,85.66,23.09,115.42
4/24/18,105.81,117.95,83.27,119.28,85.49,23.09,115.08
4/25/18,105.67,117.16,83.26,119.22,85.5,23.09,114.72
4/26/18,105.85,117.98,83.28,119.36,85.8,23.15,115.06
4/27/18,105.98,118.89,83.3,119.46,85.76,23.13,115.32
4/30/18,106,119.1,83.27,119.52,85.7,23.11,115.22
5/1/18,105.67,118.41,83.13,119.18,85.4,23.11,114.58
5/2/18,105.67,118.28,83.16,119.26,85.37,23.1,114.49
5/3/18,105.79,118.81,83.22,119.44,85.36,23.11,114.51
5/4/18,105.86,118.99,83.19,119.44,85.42,23.09,114.67
5/7/18,105.81,118.8,83.19,119.4,85.5,23.08,114.54
5/8/18,105.69,118.69,83.2,119.31,85.37,23.09,114.5
5/9/18,105.57,117.98,83.16,119.17,85.51,23.09,114.48
5/10/18,105.81,118.93,83.16,119.25,85.76,23.12,115.06
5/11/18,105.86,119.23,83.16,119.23,85.73,23.11,115.26
5/14/18,105.76,118.6,83.16,119.16,85.75,23.12,115.05
5/15/18,105.29,117.25,83.11,118.8,85.33,23.1,114.18
5/16/18,105.17,116.8,83.11,118.68,85.44,23.09,114.03
5/17/18,105.03,116.21,83.13,118.73,85.49,23.09,113.81
5/18/18,105.3,117.21,83.17,118.96,85.4,23.1,114.28
